"","Type","Primary alcohol by volume","Served","Standard garnish","Standard drinkware","IBA specifiedingredients","Preparation","Timing","Commonly used ingredients","cocktailName","ingredientList"
"472","Cocktail","whiskey","On the rocks; poured over ice","lime half shell","Highball glass",NA,"Combine spirit, lime and shell in a highball or wine glass. Add ice, stir and then add sparkling mineral water.",NA,"Sparkling mineral water","Rickey","sparkling mineral"
"473","Cocktail","whiskey","Choice of ""straight up"" or ""On the rocks""","2 Maraschino cherries on a skewer or lemon twist","Cocktail glass",NA,"Stirred over ice, strained into a chilled glass, garnished, and served straight up, or mixed in rocks glass, filled with ice.",NA,"4.5 cl Scotch whisky","Rob Roy","whiskey"
"474","Cocktail","whiskey","Choice of ""straight up"" or ""On the rocks""","2 Maraschino cherries on a skewer or lemon twist","Cocktail glass",NA,"Stirred over ice, strained into a chilled glass, garnished, and served straight up, or mixed in rocks glass, filled with ice.",NA,"2.5 cl Sweet vermouth","Rob Roy","vermouth"
"475","Cocktail","whiskey","Choice of ""straight up"" or ""On the rocks""","2 Maraschino cherries on a skewer or lemon twist","Cocktail glass",NA,"Stirred over ice, strained into a chilled glass, garnished, and served straight up, or mixed in rocks glass, filled with ice.",NA,"Dash Angostura bitters","Rob Roy","bitters"
"476","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"4 parts Gin","Royal Arrival","gin"
"477","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 parts Lemon Juice","Royal Arrival","lemon juice"
"478","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Crème de Noyaux","Royal Arrival","crème de noyaux"
"479","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Kümmel","Royal Arrival","kümmel"
"480","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"Dash egg white","Royal Arrival","egg white"
"481","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"Dash vegetable extract","Royal Arrival","vegetable"
"482","Cocktail","tequila","On the rocks; poured over ice",NA,"Rocks glass",NA,"Fill rocks glass with ice.  Pour 1½ oz tequila and 1/2 oz Kahlúa. Serve.",NA,"1½ oz. tequila","Rusty Nail","tequila"
"483","Cocktail","tequila","On the rocks; poured over ice",NA,"Rocks glass",NA,"Fill rocks glass with ice.  Pour 1½ oz tequila and 1/2 oz Kahlúa. Serve.",NA,"1/2 oz. Kahlúa","Rusty Nail","coffee liqueur"
"484","Beer cocktail","beer","Straight up; without ice",NA,"A pint glass and a shot glass.",NA,"The shot of sake is dropped into the beer, causing it to fizz violently.  The drink should then be consumed immediately.",NA,"1 pint (~16 parts) beer","Sake bomb","pint  beer"
"485","Beer cocktail","sake","Straight up; without ice",NA,"A pint glass and a shot glass.",NA,"The shot of sake is dropped into the beer, causing it to fizz violently.  The drink should then be consumed immediately.",NA,"1 pint (~16 parts) beer","Sake bomb","pint  beer"
"486","Beer cocktail","beer","Straight up; without ice",NA,"A pint glass and a shot glass.",NA,"The shot of sake is dropped into the beer, causing it to fizz violently.  The drink should then be consumed immediately.",NA,"1 shot (1.5 parts) sake","Sake bomb","sake"
"487","Beer cocktail","sake","Straight up; without ice",NA,"A pint glass and a shot glass.",NA,"The shot of sake is dropped into the beer, causing it to fizz violently.  The drink should then be consumed immediately.",NA,"1 shot (1.5 parts) sake","Sake bomb","sake"
"488","Cocktail","gin","Straight up; without ice","Salted glass","Highball glass",NA,"Shake gin and grapefruit juice in cocktail shaker. Strain into a salt-rimmed highball glass.",NA,"4 cl gin or vodka","Salty dog","gin"
"489","Cocktail","gin","Straight up; without ice","Salted glass","Highball glass",NA,"Shake gin and grapefruit juice in cocktail shaker. Strain into a salt-rimmed highball glass.",NA,"10 cl grapefruit juice","Salty dog","grapefruit juice"
"490","Mixed drink","brandy","Straight up; without ice","a strawberry","Champagne cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass, and fill with champagne and garnish.",NA,"1 part Lime Juice","Savoy Affair","lime juice"
"491","Mixed drink","brandy","Straight up; without ice","a strawberry","Champagne cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass, and fill with champagne and garnish.",NA,"1 part Fraise de Bois liqueur","Savoy Affair","fraise de bois liqueur"
"492","Mixed drink","brandy","Straight up; without ice","a strawberry","Champagne cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass, and fill with champagne and garnish.",NA,"1 part Passion Fruit Juice","Savoy Affair","passion fruit juice"
"493","Mixed drink","brandy","Straight up; without ice","a strawberry","Champagne cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass, and fill with champagne and garnish.",NA,"1 part Peach Brandy","Savoy Affair","brandy"
"494","Cocktail","brandy","Straight up; without ice",NA,NA,NA,"Shake ingredients together with ice, and strain into a glass.",NA,"1 part Brandy","Savoy Corpse Reviver","brandy"
"495","Cocktail","brandy","Straight up; without ice",NA,NA,NA,"Shake ingredients together with ice, and strain into a glass.",NA,"1 part Fernet Branca","Savoy Corpse Reviver","fernet branca"
"496","Cocktail","brandy","Straight up; without ice",NA,NA,NA,"Shake ingredients together with ice, and strain into a glass.",NA,"1 part White Crème de menthe","Savoy Corpse Reviver","white crème de menthe"
"497","Mixed drink",NA,"Straight up; without ice",NA,"Champagne glass",NA,"Liquidise, strain into a champagne glass and fill with champagne.",NA,"1/2 peach","Savoy Royale","peach"
"498","Mixed drink",NA,"Straight up; without ice",NA,"Champagne glass",NA,"Liquidise, strain into a champagne glass and fill with champagne.",NA,"2 strawberries","Savoy Royale","strawberries"
"499","Mixed drink",NA,"Straight up; without ice",NA,"Champagne glass",NA,"Liquidise, strain into a champagne glass and fill with champagne.",NA,"Teaspoon of sugar","Savoy Royale","sugar"
"500","Cocktail","cognac","Straight up; without ice","Lemon peel","Old Fashioned glass","5 cl cognac","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. ~~~Stir the remaining ingredients over ice and set it aside. ~~~~~~Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.[1]","After dinner",NA,"Sazerac","cognac"
"501","Cocktail","cognac","Straight up; without ice","Lemon peel","Old Fashioned glass","1 cl absinthe","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. ~~~Stir the remaining ingredients over ice and set it aside. ~~~~~~Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.[1]","After dinner",NA,"Sazerac","absinthe"
"502","Cocktail","cognac","Straight up; without ice","Lemon peel","Old Fashioned glass","One sugar cube","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. ~~~Stir the remaining ingredients over ice and set it aside. ~~~~~~Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.[1]","After dinner",NA,"Sazerac","sugar"
"503","Cocktail","cognac","Straight up; without ice","Lemon peel","Old Fashioned glass","Two dashes Peychaud's Bitters","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. ~~~Stir the remaining ingredients over ice and set it aside. ~~~~~~Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.[1]","After dinner",NA,"Sazerac","bitters"
"504","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","5 cl (1 part) vodka","Mix in a highball glass with ice. Garnish and serve.","All Day",NA,"Screwdriver","vodka"
"505","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","10 cl (2 parts) orange juice","Mix in a highball glass with ice. Garnish and serve.","All Day",NA,"Screwdriver","orange juice"
"506","Mixed drink","vodka","On the rocks; poured over ice","lime slice","Highball glass","4 cl Vodka","Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,NA,"Sea Breeze","vodka"
"507","Mixed drink","vodka","On the rocks; poured over ice","lime slice","Highball glass","12 cl Cranberry juice","Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,NA,"Sea Breeze","cranberry juice"
"508","Mixed drink","vodka","On the rocks; poured over ice","lime slice","Highball glass","3 cl Grapefruit juice","Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,NA,"Sea Breeze","grapefruit juice"
"509","Cocktail",NA,"On the rocks; poured over ice",NA,"Collins glass",NA,"Pour whiskey into Collins glass filled with ice.  Fill to desired level with 7 Up. Stir lightly.",NA,"1 shot Seagram's Seven Crown whiskey","Seven and Seven","whiskey"
"510","Cocktail",NA,"On the rocks; poured over ice",NA,"Collins glass",NA,"Pour whiskey into Collins glass filled with ice.  Fill to desired level with 7 Up. Stir lightly.",NA,"6  fl. oz. 7 Up","Seven and Seven","fl"
"511","Cocktail",NA,"On the rocks; poured over ice",NA,"Collins glass",NA,"Pour whiskey into Collins glass filled with ice.  Fill to desired level with 7 Up. Stir lightly.",NA,"Ice","Seven and Seven","ice"
"512","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","4 cl Vodka","Build all ingredients in a highball glass filled with ice. Garnish with orange slice.",NA,NA,"Sex on the Beach","vodka"
"513","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","2 cl Peach schnapps","Build all ingredients in a highball glass filled with ice. Garnish with orange slice.",NA,NA,"Sex on the Beach","peach schnapps"
"514","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","4 cl Orange juice","Build all ingredients in a highball glass filled with ice. Garnish with orange slice.",NA,NA,"Sex on the Beach","orange juice"
"515","Cocktail","vodka","On the rocks; poured over ice","orange slice","Highball glass","4 cl Cranberry juice","Build all ingredients in a highball glass filled with ice. Garnish with orange slice.",NA,NA,"Sex on the Beach","cranberry juice"
"516","Cocktail","cognac","Straight up; without ice",NA,"Cocktail glass","5 cl cognac","Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.","All Day",NA,"Sidecar","cognac"
"517","Cocktail","cognac","Straight up; without ice",NA,"Cocktail glass","2 cl triple sec","Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.","All Day",NA,"Sidecar","triple sec"
"518","Cocktail","cognac","Straight up; without ice",NA,"Cocktail glass","2 cl lemon juice","Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.","All Day",NA,"Sidecar","lemon juice"
"519","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","3 cl  Gin","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","gin"
"520","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","1.5 cl Cherry Liqueur (cherry brandy)","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","cherry liqueur"
"521","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","0.75 cl  Cointreau","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","cointreau"
"522","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","0.75 cl  DOM Bénédictine","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","dom bénédictine"
"523","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","1 cl  Grenadine","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","grenadine"
"524","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","12 cl  Pineapple juice","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","pineapple juice"
"525","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","1.5 cl Fresh lime juice","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","lime juice"
"526","Mixed drink","gin","Straight up; without ice","Maraschino cherry, pineapple","Hurricane glass","1 dash Angostura bitters","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,NA,"Singapore Sling","bitters"
"527","Cocktail","cognac","Straight up; without ice",NA,"Cocktail glass","5cl cognac","Pour in a mixing glass with ice, stir and strain into a cocktail glass.  May also be served on rocks in a rocks glass.","After Dinner (Before Dinner)",NA,"Stinger","cognac"
"528","Cocktail","cognac","Straight up; without ice",NA,"Cocktail glass","2cl white crème de menthe","Pour in a mixing glass with ice, stir and strain into a cocktail glass.  May also be served on rocks in a rocks glass.","After Dinner (Before Dinner)",NA,"Stinger","white crème de menthe"
"529","Mixed drink",NA,NA,"Orange slice & mint sprig","Double Old-Fashioned",NA,"Shake everything but ginger beer with ice, then stir & pour unstrained",NA,"1 ounce gin","Suffering Bastard (1942)","gin"
"530","Mixed drink",NA,NA,"Orange slice & mint sprig","Double Old-Fashioned",NA,"Shake everything but ginger beer with ice, then stir & pour unstrained",NA,"1 ounce brandy (or bourbon)","Suffering Bastard (1942)","brandy"
"531","Mixed drink",NA,NA,"Orange slice & mint sprig","Double Old-Fashioned",NA,"Shake everything but ginger beer with ice, then stir & pour unstrained",NA,"1/2 ounce lime juice cordial","Suffering Bastard (1942)","lime juice"
"532","Mixed drink",NA,NA,"Orange slice & mint sprig","Double Old-Fashioned",NA,"Shake everything but ginger beer with ice, then stir & pour unstrained",NA,"2 dashes Angostura bitters","Suffering Bastard (1942)","bitters"
"533","Mixed drink",NA,NA,"Orange slice & mint sprig","Double Old-Fashioned",NA,"Shake everything but ginger beer with ice, then stir & pour unstrained",NA,"4 ounces ginger beer, chilled","Suffering Bastard (1942)","gin"
"534","Cocktail","sake","Hot",NA,NA,NA,"Whisk the raw egg yolk and honey/sugar into 3/4 cup hot sake (hot enough to lightly cook the egg – 1:30 in the microwave).",NA,"One raw egg (or egg yolk only)","Tamagozake","raw egg"
"535","Cocktail","sake","Hot",NA,NA,NA,"Whisk the raw egg yolk and honey/sugar into 3/4 cup hot sake (hot enough to lightly cook the egg – 1:30 in the microwave).",NA,"3/4 cup (200 cc) sake","Tamagozake","sake"
"536","Cocktail","sake","Hot",NA,NA,NA,"Whisk the raw egg yolk and honey/sugar into 3/4 cup hot sake (hot enough to lightly cook the egg – 1:30 in the microwave).",NA,"Honey or sugar to taste","Tamagozake","sugar"
"537","Mixed drink shooter/drink shot","tequila","Straight up; without ice",NA,"Rocks glass",NA,"Mix carefully to avoid releasing the dissolved CO2.",NA,"One part tequila","Tequila Slam/Coscorron","tequila"
"538","Mixed drink shooter/drink shot","tequila","Straight up; without ice",NA,"Rocks glass",NA,"Mix carefully to avoid releasing the dissolved CO2.",NA,"One part 7 Up, ginger ale, Sprite, or Mountain Dew","Tequila Slam/Coscorron","gin"
"539","Mixed drink","tequila","On the rocks; poured over ice","orange slice and cherry","Collins glass","4.5 cl (3 parts) Tequila","Pour the tequila and orange juice into glass over ice.  Add the grenadine, which will sink to the bottom.  Stir gently to create the sunrise effect.  Garnish and serve.",NA,NA,"Tequila Sunrise","tequila"
"540","Mixed drink","tequila","On the rocks; poured over ice","orange slice and cherry","Collins glass","9 cl (6 parts) Orange juice","Pour the tequila and orange juice into glass over ice.  Add the grenadine, which will sink to the bottom.  Stir gently to create the sunrise effect.  Garnish and serve.",NA,NA,"Tequila Sunrise","orange juice"
"541","Mixed drink","tequila","On the rocks; poured over ice","orange slice and cherry","Collins glass","1.5 cl (1 part) Grenadine syrup","Pour the tequila and orange juice into glass over ice.  Add the grenadine, which will sink to the bottom.  Stir gently to create the sunrise effect.  Garnish and serve.",NA,NA,"Tequila Sunrise","syrup"
"542","Cocktail","brandy","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"3 parts Brandy","The Blenheim","brandy"
"543","Cocktail","brandy","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"2 parts Yellow Chartreuse","The Blenheim","yellow chartreuse"
"544","Cocktail","brandy","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Lillet","The Blenheim","lillet"
"545","Cocktail","brandy","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Orange Juice","The Blenheim","orange juice"
"546","Cocktail","brandy","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Dubonnet","The Blenheim","dubonnet"
"547","Cocktail","whiskey","Straight up; without ice",NA,"Snifter",NA,"Shake ingredients together. Serve straight or with one ice cube",NA,"1 parts Canadian whisky","The Ed Shelly","whiskey"
"548","Cocktail","whiskey","Straight up; without ice",NA,"Snifter",NA,"Shake ingredients together. Serve straight or with one ice cube",NA,"1 parts Apple Schnapps (Pucker)","The Ed Shelly","apple schnapps"
"549","Mixed drink","gin","On the rocks; poured over ice","Lemon slice and maraschino cherry","Collins glass",NA,"Mix the gin, lemon juice and sugar syrup in a tall glass with ice, top up with soda water, garnish and serve.",NA,"4.5 cL (3 parts) Old Tom Gin","Tom Collins","gin"
"550","Mixed drink","gin","On the rocks; poured over ice","Lemon slice and maraschino cherry","Collins glass",NA,"Mix the gin, lemon juice and sugar syrup in a tall glass with ice, top up with soda water, garnish and serve.",NA,"3 cL (2 parts) freshly squeezed lemon juice","Tom Collins","lemon juice"
"551","Mixed drink","gin","On the rocks; poured over ice","Lemon slice and maraschino cherry","Collins glass",NA,"Mix the gin, lemon juice and sugar syrup in a tall glass with ice, top up with soda water, garnish and serve.",NA,"1.5 cL (1 part) sugar syrup","Tom Collins","syrup"
"552","Mixed drink","gin","On the rocks; poured over ice","Lemon slice and maraschino cherry","Collins glass",NA,"Mix the gin, lemon juice and sugar syrup in a tall glass with ice, top up with soda water, garnish and serve.",NA,"6 cL (4 parts) carbonated water to taste","Tom Collins","taste"
"553","Cocktail","rum",NA,NA,NA,NA,"Dice limes, put them together with the brown sugar into a high glass and crush both. Add crushed ice and pour the rum and the mate over it. Add a straw",NA,"4–6 cl golden rum or dark rum","Tschunk","rum"
"554","Cocktail","rum",NA,NA,NA,NA,"Dice limes, put them together with the brown sugar into a high glass and crush both. Add crushed ice and pour the rum and the mate over it. Add a straw",NA,"limes","Tschunk","limes"
"555","Cocktail","rum",NA,NA,NA,NA,"Dice limes, put them together with the brown sugar into a high glass and crush both. Add crushed ice and pour the rum and the mate over it. Add a straw",NA,"Club-Mate","Tschunk","clubmate"
"556","Cocktail","rum",NA,NA,NA,NA,"Dice limes, put them together with the brown sugar into a high glass and crush both. Add crushed ice and pour the rum and the mate over it. Add a straw",NA,"(if desired): brown sugar","Tschunk","sugar"
"557","Cocktail","rum",NA,NA,NA,NA,"Dice limes, put them together with the brown sugar into a high glass and crush both. Add crushed ice and pour the rum and the mate over it. Add a straw",NA,"ice","Tschunk","ice"
"558","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","5 cl tequila","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","tequila"
"559","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","7 cl tomato juice","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","tomato juice"
"560","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","3 cl fresh orange juice","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","orange juice"
"561","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","1 cl fresh lime juice","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","lime juice"
"562","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","1 teaspoon clear honey","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","clear honey"
"563","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","Half slice onion finely chopped","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","half"
"564","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","Few slices fresh red hot chili pepper","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro",""
"565","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","Few drops of Worcestershire Sauce","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro","worcestershire sauce"
"566","Cocktail","tequila","On the rocks; poured over ice","Salt on the rim. Chili pepper (optional)","Old Fashioned glass","Salt","Pour ingredients into glass rimmed with salt. Stir.",NA,NA,"Vampiro",""
"567","Cocktail","gin","Straight up; without ice","lemon twist","chilled cocktail glass","6 cl gin","Shake and strain into a chilled cocktail glass. Add the garnish.","Before dinner",NA,"Vesper","gin"
"568","Cocktail","gin","Straight up; without ice","lemon twist","chilled cocktail glass","1.5 cl vodka","Shake and strain into a chilled cocktail glass. Add the garnish.","Before dinner",NA,"Vesper","vodka"
"569","Cocktail","gin","Straight up; without ice","lemon twist","chilled cocktail glass","0.75 cl Lillet Blanc","Shake and strain into a chilled cocktail glass. Add the garnish.","Before dinner",NA,"Vesper","lillet"
"570","Cocktail","vermouth",NA,"Olive or lemon twist","Cocktail glass",NA,"Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",NA,"6 cl (6 parts) vodka","Vodka martini","vodka"
"571","Cocktail","vodka",NA,"Olive or lemon twist","Cocktail glass",NA,"Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",NA,"6 cl (6 parts) vodka","Vodka martini","vodka"
"572","Cocktail","vermouth",NA,"Olive or lemon twist","Cocktail glass",NA,"Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",NA,"1 cl (1 parts) dry vermouth","Vodka martini","vermouth"
"573","Cocktail","vodka",NA,"Olive or lemon twist","Cocktail glass",NA,"Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",NA,"1 cl (1 parts) dry vermouth","Vodka martini","vermouth"
"574","Cocktail","whiskey","On the rocks; poured over ice","Maraschino cherry and half orange slice","Cocktail glass","4.5 cl (3 parts) bourbon whiskey","Shake with ice. Strain into chilled glass, garnish and serve.","Before Dinner",NA,"Whiskey sour","whiskey"
"575","Cocktail","whiskey","On the rocks; poured over ice","Maraschino cherry and half orange slice","Cocktail glass","3 cl (2 parts) fresh lemon juice","Shake with ice. Strain into chilled glass, garnish and serve.","Before Dinner",NA,"Whiskey sour","lemon juice"
"576","Cocktail","whiskey","On the rocks; poured over ice","Maraschino cherry and half orange slice","Cocktail glass","1.5 cl (1 part) Gomme syrup","Shake with ice. Strain into chilled glass, garnish and serve.","Before Dinner",NA,"Whiskey sour","syrup"
"577","Cocktail","whiskey","On the rocks; poured over ice","Maraschino cherry and half orange slice","Cocktail glass","dash egg white (optional)","Shake with ice. Strain into chilled glass, garnish and serve.","Before Dinner",NA,"Whiskey sour","egg white"
"578","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass","4 cl gin","Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","All Day",NA,"White Lady","gin"
"579","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass","3 cl  Triple Sec","Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","All Day",NA,"White Lady","triple sec"
"580","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass","2 cl lemon juice","Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","All Day",NA,"White Lady","lemon juice"
"581","Cocktail","vodka","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"5 cl (5 parts) Vodka","White Russian","vodka"
"582","Cocktail","coffee liqueur","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"5 cl (5 parts) Vodka","White Russian","vodka"
"583","Cocktail","vodka","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"2 cl (2 parts) Coffee liqueur","White Russian","coffee liqueur"
"584","Cocktail","coffee liqueur","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"2 cl (2 parts) Coffee liqueur","White Russian","coffee liqueur"
"585","Cocktail","vodka","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"3 cl (3 parts) fresh cream","White Russian","cream"
"586","Cocktail","coffee liqueur","On the rocks; poured over ice",NA,"Old Fashioned glass",NA,"Pour coffee liqueur and vodka into an Old Fashioned glass filled with ice. Float fresh cream on top and stir slowly.",NA,"3 cl (3 parts) fresh cream","White Russian","cream"
"587","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"2 parts Gin","Wolfram","gin"
"588","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"2 parts Wolfschmidt Kummel","Wolfram","wolfschmidt kummel"
"589","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"2 parts Dry Vermouth","Wolfram","vermouth"
"590","Cocktail","gin","Straight up; without ice",NA,"Cocktail glass",NA,"Shake ingredients together with ice, and strain into a cocktail glass.",NA,"1 part Lemon Juice","Wolfram","lemon juice"
"591","Mixed drink",NA,"On the rocks; poured over ice","Lime Wedge","Highball glass",NA,"Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,"2 parts (1 oz) Vodka","Woo Woo","vodka"
"592","Mixed drink",NA,"On the rocks; poured over ice","Lime Wedge","Highball glass",NA,"Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,"1 part (.5 oz) Peach Schnapps","Woo Woo","peach schnapps"
"593","Mixed drink",NA,"On the rocks; poured over ice","Lime Wedge","Highball glass",NA,"Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,"4 parts (2 oz) Cranberry juice","Woo Woo","cranberry juice"
"594","Cocktail","rum","Straight up; without ice",NA,"Cocktail glass","3 cl White Rum","Shake and strain into a chilled cocktail glass","All Day",NA,"Yellow Bird","rum"
